Start Time: 1707798229952
Format Version: 3.0
Timezone: America/New_York
Channel Number: 1
[DATA START]
Datapoint Number	Test Time	Current	Potential	Timestamp	LDC SENSOR	LDC REF	Ambient Temperature	Ambient RH	LDC N	LDC STD	REF N	REF STD	LDC scaled	LDC status	REF status	DriveCurrent	DriveCurrentRef	NAHwarn	NAHwarnRef
none	second	amp	volt	epoch	none	none	celsius	percent	none	none	none	none	none	none	none	none	none	none	none
813	4146.298	0	0	1707802376250	2668517	0	22.86	34.03	50	1	0	0	0	0	0	4	0	0	0
814	4151.398	0	0	1707802381350	2668516	0	22.88	34.03	49	1	0	0	0	0	0	4	0	0	0
815	4156.498	0	0	1707802386450	2668514	0	22.88	34.03	50	1	0	0	0	0	0	4	0	0	0
816	4161.598	0	0	1707802391550	2668514	0	22.88	34.03	50	2	0	0	0	0	0	4	0	0	0
817	4166.697	0	0	1707802396649	2668515	0	22.86	34.03	50	2	0	0	0	0	0	4	0	0	0
818	4171.798	0	0	1707802401750	2668518	0	22.88	34.03	50	3	0	0	0	0	0	4	0	0	0
819	4176.898	0	0	1707802406850	2668517	0	22.86	34.03	49	1	0	0	0	0	0	4	0	0	0
820	4181.998	0	0	1707802411950	2668516	0	22.88	34.03	50	1	0	0	0	0	0	4	0	0	0
821	4187.098	0	0	1707802417050	2668518	0	22.86	34.03	50	2	0	0	0	0	0	4	0	0	0
822	4192.198	0	0	1707802422150	2668518	0	22.88	34.03	50	2	0	0	0	0	0	4	0	0	0
823	4197.298	0	0	1707802427250	2668520	0	22.86	33.93	50	2	0	0	0	0	0	4	0	0	0
824	4202.398	0	0	1707802432350	2668518	0	22.89	34.03	50	1	0	0	0	0	0	4	0	0	0
825	4207.499	0	0	1707802437451	2668519	0	22.85	33.93	50	2	0	0	0	0	0	4	0	0	0
826	4212.598	0	0	1707802442550	2668520	0	22.88	34.03	50	2	0	0	0	0	0	4	0	0	0
827	4217.699	0	0	1707802447651	2668519	0	22.86	34.03	50	2	0	0	0	0	0	4	0	0	0
828	4222.799	0	0	1707802452751	2668519	0	22.88	33.93	49	1	0	0	0	0	0	4	0	0	0
829	4227.899	0	0	1707802457851	2668521	0	22.85	34.03	48	1	0	0	0	0	0	4	0	0	0
830	4232.999	0	0	1707802462951	2668519	0	22.86	34.03	48	2	0	0	0	0	0	4	0	0	0
831	4238.099	0	0	1707802468051	2668520	0	22.84	33.93	50	2	0	0	0	0	0	4	0	0	0
832	4243.199	0	0	1707802473151	2668521	0	22.86	34.03	50	1	0	0	0	0	0	4	0	0	0
833	4248.299	0	0	1707802478251	2668523	0	22.85	34.03	49	1	0	0	0	0	0	4	0	0	0
834	4253.4	0	0	1707802483352	2668522	0	22.86	34.03	50	1	0	0	0	0	0	4	0	0	0
835	4258.5	0	0	1707802488452	2668523	0	22.84	34.03	50	2	0	0	0	0	0	4	0	0	0
836	4263.6	0	0	1707802493552	2668522	0	22.86	34.03	49	1	0	0	0	0	0	4	0	0	0
837	4268.7	0	0	1707802498652	2668521	0	22.84	34.03	47	1	0	0	0	0	0	4	0	0	0
838	4273.8	0	0	1707802503752	2668522	0	22.85	34.03	50	1	0	0	0	0	0	4	0	0	0
839	4278.9	0	0	1707802508852	2668522	0	22.85	33.93	50	1	0	0	0	0	0	4	0	0	0
840	4284.0	0	0	1707802513952	2668522	0	22.86	33.93	49	1	0	0	0	0	0	4	0	0	0
841	4289.1	0	0	1707802519052	2668523	0	22.82	33.93	50	1	0	0	0	0	0	4	0	0	0
842	4294.2	0	0	1707802524152	2668524	0	22.85	33.93	50	1	0	0	0	0	0	4	0	0	0
843	4299.3	0	0	1707802529252	2668524	0	22.85	33.93	50	1	0	0	0	0	0	4	0	0	0
844	4304.401	0	0	1707802534353	2668525	0	22.86	33.93	49	2	0	0	0	0	0	4	0	0	0
845	4309.501	0	0	1707802539453	2668524	0	22.84	34.03	50	1	0	0	0	0	0	4	0	0	0
846	4314.601	0	0	1707802544553	2668523	0	22.84	34.03	49	1	0	0	0	0	0	4	0	0	0
847	4319.701	0	0	1707802549653	2668523	0	22.82	33.93	49	1	0	0	0	0	0	4	0	0	0
848	4324.801	0	0	1707802554753	2668524	0	22.84	33.93	50	2	0	0	0	0	0	4	0	0	0
849	4329.901	0	0	1707802559853	2668525	0	22.82	34.03	49	2	0	0	0	0	0	4	0	0	0
850	4335.001	0	0	1707802564953	2668525	0	22.85	34.03	50	1	0	0	0	0	0	4	0	0	0
851	4340.102	0	0	1707802570054	2668527	0	22.82	34.03	50	1	0	0	0	0	0	4	0	0	0
852	4345.202	0	0	1707802575154	2668527	0	22.82	34.03	50	1	0	0	0	0	0	4	0	0	0
853	4350.302	0	0	1707802580254	2668529	0	22.81	34.03	50	2	0	0	0	0	0	4	0	0	0
854	4355.402	0	0	1707802585354	2668529	0	22.84	34.03	50	2	0	0	0	0	0	4	0	0	0
855	4360.502	0	0	1707802590454	2668528	0	22.82	34.03	50	2	0	0	0	0	0	4	0	0	0
856	4365.602	0	0	1707802595554	2668529	0	22.82	34.03	50	2	0	0	0	0	0	4	0	0	0
857	4370.702	0	0	1707802600654	2668530	0	22.81	34.03	50	2	0	0	0	0	0	4	0	0	0
858	4375.802	0	0	1707802605754	2668528	0	22.82	34.03	50	2	0	0	0	0	0	4	0	0	0
859	4380.903	0	0	1707802610855	2668528	0	22.79	34.03	50	1	0	0	0	0	0	4	0	0	0
860	4386.002	0	0	1707802615954	2668528	0	22.82	34.03	50	2	0	0	0	0	0	4	0	0	0
861	4391.102	0	0	1707802621054	2668531	0	22.81	34.03	50	1	0	0	0	0	0	4	0	0	0
862	4396.203	0	0	1707802626155	2668530	0	22.81	34.03	50	2	0	0	0	0	0	4	0	0	0
863	4401.303	0	0	1707802631255	2668529	0	22.79	34.03	50	3	0	0	0	0	0	4	0	0	0
864	4406.402	0	0	1707802636354	2668530	0	22.81	34.03	49	1	0	0	0	0	0	4	0	0	0
865	4411.503	0	0	1707802641455	2668532	0	22.79	34.03	48	2	0	0	0	0	0	4	0	0	0
866	4416.603	0	0	1707802646555	2668531	0	22.81	34.03	50	1	0	0	0	0	0	4	0	0	0
867	4421.703	0	0	1707802651655	2668533	0	22.79	34.03	50	1	0	0	0	0	0	4	0	0	0
868	4426.804	0	0	1707802656756	2668532	0	22.79	34.03	50	2	0	0	0	0	0	4	0	0	0
869	4431.904	0	0	1707802661856	2668533	0	22.78	34.03	50	1	0	0	0	0	0	4	0	0	0
870	4437.003	0	0	1707802666955	2668533	0	22.79	34.03	48	2	0	0	0	0	0	4	0	0	0
871	4442.104	0	0	1707802672056	2668533	0	22.78	34.03	50	1	0	0	0	0	0	4	0	0	0
872	4447.204	0	0	1707802677156	2668534	0	22.79	34.03	50	1	0	0	0	0	0	4	0	0	0
873	4452.304	0	0	1707802682256	2668537	0	22.76	34.03	48	1	0	0	0	0	0	4	0	0	0
874	4457.404	0	0	1707802687356	2668536	0	22.78	34.03	50	1	0	0	0	0	0	4	0	0	0
875	4462.504	0	0	1707802692456	2668536	0	22.76	34.03	50	1	0	0	0	0	0	4	0	0	0
876	4467.604	0	0	1707802697556	2668535	0	22.78	34.03	50	2	0	0	0	0	0	4	0	0	0
877	4472.704	0	0	1707802702656	2668535	0	22.75	34.03	50	2	0	0	0	0	0	4	0	0	0
878	4477.805	0	0	1707802707757	2668535	0	22.78	34.03	50	2	0	0	0	0	0	4	0	0	0
879	4482.905	0	0	1707802712857	2668536	0	22.76	34.03	50	2	0	0	0	0	0	4	0	0	0
880	4488.005	0	0	1707802717957	2668537	0	22.76	34.03	50	1	0	0	0	0	0	4	0	0	0
881	4493.105	0	0	1707802723057	2668536	0	22.75	33.93	50	2	0	0	0	0	0	4	0	0	0
882	4498.205	0	0	1707802728157	2668536	0	22.76	33.93	50	2	0	0	0	0	0	4	0	0	0
883	4503.305	0	0	1707802733257	2668538	0	22.75	33.93	50	1	0	0	0	0	0	4	0	0	0
884	4508.405	0	0	1707802738357	2668538	0	22.76	33.93	50	1	0	0	0	0	0	4	0	0	0
885	4513.506	0	0	1707802743458	2668539	0	22.76	33.93	50	1	0	0	0	0	0	4	0	0	0
886	4518.606	0	0	1707802748558	2668538	0	22.78	33.93	50	1	0	0	0	0	0	4	0	0	0
887	4523.706	0	0	1707802753658	2668540	0	22.76	33.93	50	1	0	0	0	0	0	4	0	0	0
888	4528.806	0	0	1707802758758	2668539	0	22.76	34.03	50	1	0	0	0	0	0	4	0	0	0
889	4533.906	0	0	1707802763858	2668540	0	22.75	33.93	50	2	0	0	0	0	0	4	0	0	0
890	4539.006	0	0	1707802768958	2668541	0	22.76	34.03	50	1	0	0	0	0	0	4	0	0	0
891	4544.106	0	0	1707802774058	2668542	0	22.75	33.93	50	2	0	0	0	0	0	4	0	0	0
892	4549.207	0	0	1707802779159	2668540	0	22.75	33.93	50	1	0	0	0	0	0	4	0	0	0
893	4554.306	0	0	1707802784258	2668542	0	22.74	33.93	50	1	0	0	0	0	0	4	0	0	0
894	4559.407	0	0	1707802789359	2668541	0	22.75	33.93	50	1	0	0	0	0	0	4	0	0	0
895	4564.507	0	0	1707802794459	2668542	0	22.74	33.93	49	1	0	0	0	0	0	4	0	0	0
896	4569.607	0	0	1707802799559	2668541	0	22.75	33.93	50	2	0	0	0	0	0	4	0	0	0
897	4574.707	0	0	1707802804659	2668541	0	22.72	33.93	49	2	0	0	0	0	0	4	0	0	0
898	4579.807	0	0	1707802809759	2668542	0	22.75	33.93	50	1	0	0	0	0	0	4	0	0	0
899	4584.907	0	0	1707802814859	2668542	0	22.72	33.93	50	1	0	0	0	0	0	4	0	0	0
900	4590.007	0	0	1707802819959	2668542	0	22.72	33.93	50	2	0	0	0	0	0	4	0	0	0
901	4595.107	0	0	1707802825059	2668543	0	22.74	33.93	50	2	0	0	0	0	0	4	0	0	0
902	4600.207	0	0	1707802830159	2668544	0	22.74	33.93	49	1	0	0	0	0	0	4	0	0	0
903	4605.307	0	0	1707802835259	2668543	0	22.72	33.93	50	2	0	0	0	0	0	4	0	0	0
904	4610.407	0	0	1707802840359	2668543	0	22.72	33.93	49	1	0	0	0	0	0	4	0	0	0
905	4615.507	0	0	1707802845459	2668545	0	22.70	33.93	50	1	0	0	0	0	0	4	0	0	0
906	4620.608	0	0	1707802850560	2668545	0	22.72	33.93	49	2	0	0	0	0	0	4	0	0	0
907	4625.708	0	0	1707802855660	2668545	0	22.72	33.93	50	1	0	0	0	0	0	4	0	0	0
908	4630.808	0	0	1707802860760	2668545	0	22.72	33.93	50	1	0	0	0	0	0	4	0	0	0
909	4635.908	0	0	1707802865860	2668546	0	22.72	33.93	50	1	0	0	0	0	0	4	0	0	0
910	4641.008	0	0	1707802870960	2668546	0	22.72	33.93	50	1	0	0	0	0	0	4	0	0	0
911	4646.108	0	0	1707802876060	2668546	0	22.72	33.93	48	2	0	0	0	0	0	4	0	0	0
912	4651.208	0	0	1707802881160	2668548	0	22.72	33.93	49	1	0	0	0	0	0	4	0	0	0
913	4656.308	0	0	1707802886260	2668548	0	22.72	33.93	50	1	0	0	0	0	0	4	0	0	0
914	4661.409	0	0	1707802891361	2668547	0	22.72	33.93	50	2	0	0	0	0	0	4	0	0	0
915	4666.509	0	0	1707802896461	2668547	0	22.70	33.93	50	2	0	0	0	0	0	4	0	0	0
916	4671.609	0	0	1707802901561	2668548	0	22.70	33.93	49	1	0	0	0	0	0	4	0	0	0
917	4676.709	0	0	1707802906661	2668550	0	22.69	33.93	49	2	0	0	0	0	0	4	0	0	0
918	4681.809	0	0	1707802911761	2668548	0	22.70	33.93	50	1	0	0	0	0	0	4	0	0	0
919	4686.909	0	0	1707802916861	2668549	0	22.69	33.93	49	2	0	0	0	0	0	4	0	0	0
920	4692.01	0	0	1707802921962	2668549	0	22.70	33.93	49	1	0	0	0	0	0	4	0	0	0
921	4697.109	0	0	1707802927061	2668548	0	22.69	33.93	50	1	0	0	0	0	0	4	0	0	0
922	4702.209	0	0	1707802932161	2668548	0	22.70	33.93	50	2	0	0	0	0	0	4	0	0	0
923	4707.31	0	0	1707802937262	2668550	0	22.69	33.93	50	2	0	0	0	0	0	4	0	0	0
924	4712.41	0	0	1707802942362	2668548	0	22.70	33.93	49	1	0	0	0	0	0	4	0	0	0
925	4717.51	0	0	1707802947462	2668549	0	22.69	33.93	50	1	0	0	0	0	0	4	0	0	0
